Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status,Dropout,DropoutRiskScore,DropoutRiskCategory
1,43,1,9238,1,1,110.0,1,14,14,90,90,112.5,1,0,0,1,0,0,20,0,8,10,14,9,12.333333333333334,0,3,7,10,7,11.77777777777778,0,7.6,2.6,0.32,Graduate,0,0.07118744999493762,Low
1,1,3,9500,1,1,131.0,1,19,3,3,2,126.1,1,0,0,1,0,0,18,0,0,7,8,7,12.59125,0,0,8,11,7,12.820000000000002,0,15.5,2.8,-4.06,Enrolled,0,0.08455298690563727,Low
1,1,1,9238,1,1,117.0,1,19,19,9,9,111.8,1,0,0,1,1,0,19,0,0,6,9,4,11.5,0,0,6,12,3,11.0,0,8.9,1.4,3.51,Dropout,1,0.693889999273299,High
1,17,1,9003,1,1,120.0,1,38,37,5,9,131.4,1,0,0,1,1,1,23,0,17,18,19,18,11.894736842105264,0,12,13,13,13,12.923076923076923,0,15.5,2.8,-4.06,Graduate,0,0.06375961203448886,Low
1,17,1,9238,1,1,160.0,1,19,37,6,6,144.3,0,0,0,1,1,0,22,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,Dropout,1,0.9900819262153209,High
1,39,1,9254,1,1,100.0,1,3,19,3,5,115.0,0,0,0,0,1,0,24,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout,1,0.974648857892358,High
1,44,1,9003,1,39,140.0,1,4,4,4,2,120.0,1,0,0,1,1,0,22,0,0,6,13,5,13.0,0,0,6,13,2,11.5,0,12.4,0.5,1.79,Enrolled,0,0.2575414414687605,Low
1,39,1,9003,1,1,160.0,1,1,38,5,6,168.6,0,0,0,1,1,0,26,0,0,6,9,0,0.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,Dropout,1,0.9353545863925812,High
1,17,6,9773,1,1,141.0,1,37,37,5,5,127.7,1,0,0,1,1,0,18,0,0,6,6,6,15.166666666666666,0,0,6,6,6,14.833333333333334,0,9.4,-0.8,-3.12,Graduate,0,0.0753608672859152,Low
1,44,1,9130,1,39,130.0,1,38,19,9,9,150.0,0,0,0,1,1,0,24,0,2,6,8,4,11.75,0,1,6,8,2,13.5,0,11.1,0.6,2.02,Dropout,1,0.6970478033267976,High
1,1,1,9119,1,1,142.0,1,1,38,4,3,129.8,1,0,0,1,1,0,18,0,0,5,5,0,0.0,0,0,5,6,1,15.0,0,10.8,1.4,1.74,Enrolled,0,0.30564954972218683,Medium
1,1,1,171,1,1,130.0,1,1,38,7,8,135.6,1,0,0,1,1,0,26,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Dropout,1,0.807804180387339,High
1,39,1,9254,1,19,133.1,1,37,37,9,4,100.0,0,0,0,1,1,0,27,0,0,6,11,3,11.333333333333334,0,0,6,10,3,14.75,0,16.2,0.3,-0.92,Dropout,1,0.8633078275466244,High
1,44,1,9003,1,39,140.0,1,37,37,9,6,140.0,1,0,0,1,1,1,20,0,0,6,10,5,12.6,0,0,6,6,5,13.2,0,12.4,0.5,1.79,Graduate,0,0.10635564088523579,Low
1,1,1,9119,1,1,129.0,1,12,1,4,10,124.1,1,0,0,1,1,0,19,0,0,5,10,0,0.0,0,0,5,10,1,14.0,3,7.6,2.6,0.32,Dropout,1,0.858923757652668,High
1,1,1,9085,1,1,148.0,1,38,38,4,9,131.6,0,0,0,1,1,1,18,0,0,6,8,6,15.5,0,0,6,9,4,15.5,0,11.1,0.6,2.02,Dropout,1,0.5307615536076543,Medium
1,1,3,9500,1,1,143.0,1,1,1,4,4,129.0,1,0,0,1,1,0,18,0,0,8,8,7,12.365714285714288,0,0,8,8,7,12.365714285714288,0,10.8,1.4,1.74,Graduate,0,0.060963076567663574,Low
1,17,1,9670,1,1,128.0,1,37,37,9,9,135.7,1,0,0,1,1,0,19,0,0,6,7,5,13.2,0,0,6,10,5,13.25,0,10.8,1.4,1.74,Enrolled,0,0.13637166009642526,Low
1,43,1,9070,1,1,100.0,1,37,37,9,9,108.0,1,0,0,1,1,0,34,0,7,12,12,7,11.428571428571429,0,4,12,12,7,11.857142857142858,0,7.6,2.6,0.32,Enrolled,0,0.16979200317353435,Low
1,1,1,9238,1,1,116.0,1,38,19,8,10,110.8,1,0,0,1,1,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout,1,0.9848194951674062,High
1,1,1,9773,1,1,128.0,1,1,19,4,4,124.5,0,0,0,1,1,1,19,0,0,6,10,4,14.0,0,0,6,9,6,12.333333333333334,0,9.4,-0.8,-3.12,Graduate,0,0.04979401298770485,Low
2,39,1,9003,1,1,120.0,1,2,2,1,4,100.0,0,0,0,1,1,0,30,0,3,12,12,3,12.0,0,5,12,16,5,11.8,0,15.5,2.8,-4.06,Dropout,1,0.8939427163165166,High
1,43,1,9773,1,1,121.0,1,1,3,9,3,123.8,0,0,0,0,1,0,22,0,0,4,4,0,0.0,4,0,5,8,3,12.0,0,10.8,1.4,1.74,Dropout,1,0.9063716481559989,High
1,17,1,9147,1,1,137.0,1,3,38,1,9,131.4,0,0,0,0,1,0,19,0,0,5,13,4,10.0,0,0,5,7,3,11.333333333333334,0,15.5,2.8,-4.06,Dropout,1,0.7105690225041459,High
1,1,1,9147,1,1,115.0,1,38,1,9,8,118.5,0,0,0,1,1,0,21,0,0,5,9,1,10.0,0,0,5,10,1,10.0,0,7.6,2.6,0.32,Dropout,1,0.8370460417643582,High
1,1,2,171,1,1,129.0,1,37,37,9,9,122.0,1,0,0,0,1,0,22,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Dropout,1,0.8468600645605023,High
1,1,1,9254,1,1,125.0,1,37,37,9,9,122.9,0,0,0,1,1,1,19,0,0,6,7,6,11.166666666666666,0,0,6,12,3,11.666666666666666,0,10.8,1.4,1.74,Enrolled,0,0.1638746874258173,Low
1,1,1,9238,1,1,125.0,1,19,38,7,7,118.7,0,0,0,1,1,0,20,0,0,6,12,4,11.75,0,0,6,13,3,11.333333333333334,0,15.5,2.8,-4.06,Enrolled,0,0.470956421231946,Medium
1,39,1,9003,1,19,133.1,1,3,1,2,8,100.0,1,0,0,1,1,0,35,0,0,6,13,3,11.75,0,0,6,10,0,0.0,0,13.9,-0.3,0.79,Dropout,1,0.9291071295306373,High
1,16,2,9147,1,1,131.0,1,37,37,9,9,135.9,1,0,0,1,1,0,20,0,0,5,8,1,10.0,0,0,5,7,1,11.0,0,7.6,2.6,0.32,Dropout,1,0.8985325430968549,High
1,1,1,9130,1,1,133.1,1,6,11,4,5,138.4,0,0,0,1,1,0,21,0,0,5,8,3,14.0,0,0,5,5,5,12.8,0,7.6,2.6,0.32,Graduate,0,0.077318402397186,Low
1,39,1,9085,1,12,133.1,1,34,34,99,99,128.2,0,0,1,0,1,0,27,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,1,0.983284616130856,High
1,43,1,9773,1,1,114.0,1,37,38,9,5,107.4,1,0,0,0,1,0,26,0,0,6,12,3,12.0,0,0,6,15,0,0.0,0,9.4,-0.8,-3.12,Dropout,1,0.9680926368843643,High
1,17,1,9773,1,1,127.0,1,1,33,3,3,129.8,0,0,0,0,1,0,20,0,0,6,10,0,0.0,0,0,5,10,0,0.0,0,10.8,1.4,1.74,Dropout,1,0.9735283150653508,High
1,39,1,9003,1,1,130.0,1,37,37,6,6,100.0,0,0,1,0,1,0,28,0,4,10,19,8,11.88888888888889,0,2,8,17,5,11.6,1,15.5,2.8,-4.06,Dropout,1,0.9039112507778384,High
1,1,3,9773,1,1,121.0,1,19,38,9,7,113.0,1,0,0,1,1,0,19,0,0,6,6,6,13.833333333333334,0,0,6,6,6,13.666666666666666,0,11.1,0.6,2.02,Graduate,0,0.03750092520418428,Low
1,43,1,9991,0,1,120.0,1,37,19,9,9,107.0,0,0,0,0,1,0,47,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,1,0.9950234475290125,High
4,39,1,9773,1,12,120.0,1,37,37,4,9,130.0,0,0,0,0,1,0,55,0,0,6,8,5,11.4,0,0,6,9,5,12.4,0,10.8,1.4,1.74,Dropout,1,0.8701829134689247,High
1,43,1,9003,1,1,120.0,1,37,37,5,9,120.0,1,0,0,1,1,0,39,0,0,6,8,0,0.0,0,1,6,8,2,11.0,0,16.2,0.3,-0.92,Dropout,1,0.9208682850174866,High
2,1,1,9003,1,1,120.0,1,37,37,9,9,120.5,1,0,1,1,1,0,35,0,14,17,17,14,10.642857142857142,1,12,12,12,12,10.666666666666666,0,15.5,2.8,-4.06,Dropout,1,0.3680520290369426,Medium
1,39,1,9238,1,1,133.1,1,37,29,0,4,120.5,0,0,0,0,1,0,32,0,0,6,10,2,11.0,0,0,6,12,0,0.0,0,7.6,2.6,0.32,Dropout,1,0.9946089949590591,High
1,1,4,9773,1,1,124.0,1,3,12,2,9,137.0,1,0,0,1,1,0,20,0,0,6,6,6,16.833333333333332,0,0,6,6,6,16.666666666666668,0,8.9,1.4,3.51,Graduate,0,0.08844384482433376,Low
1,39,1,9254,1,1,150.0,1,37,37,9,9,115.0,0,0,0,1,1,0,36,0,0,6,8,6,13.571428571428571,0,0,6,9,5,13.2,0,12.7,3.7,-1.7,Graduate,0,0.11581674826235547,Low
1,39,1,9991,0,19,133.1,1,38,19,9,10,142.7,0,0,1,1,1,1,34,0,0,5,11,5,14.714285714285714,0,0,5,14,5,14.375,5,16.2,0.3,-0.92,Graduate,0,0.15336154859267023,Low
1,1,1,9670,1,1,116.0,1,38,19,0,2,116.7,1,0,0,1,1,0,21,0,0,5,8,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout,1,0.9676010324965951,High
1,43,1,9991,0,1,133.1,1,37,19,3,10,136.1,0,0,0,1,1,1,42,0,0,5,14,1,10.0,0,0,5,14,1,11.0,0,13.9,-0.3,0.79,Dropout,1,0.745630045255334,High
1,39,1,9003,1,19,133.1,1,37,19,9,7,134.3,0,0,0,1,1,0,25,0,0,6,15,1,11.0,0,0,6,13,4,11.75,0,12.4,0.5,1.79,Dropout,1,0.7668078344363987,High
1,18,1,9773,1,1,167.0,1,38,38,6,7,153.0,1,0,0,1,1,1,18,0,0,6,6,1,11.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout,1,0.7780887973886247,High
1,1,1,9773,1,1,140.0,1,19,38,9,9,132.0,0,0,0,1,1,1,18,0,0,6,6,5,12.0,0,0,6,6,6,12.833333333333334,0,12.7,3.7,-1.7,Graduate,0,0.06084431097488097,Low
1,1,2,9238,1,1,124.0,1,38,19,9,7,129.6,1,0,0,1,1,0,19,0,0,6,10,6,11.125,0,0,6,7,6,11.857142857142858,0,7.6,2.6,0.32,Graduate,0,0.050138533475513454,Low
1,43,1,9085,1,1,110.0,1,3,19,4,6,105.0,0,0,1,0,1,0,34,0,2,6,13,3,11.333333333333334,0,0,6,8,2,11.5,0,13.9,-0.3,0.79,Dropout,1,0.9614453370259397,High
1,17,2,9773,1,1,150.0,1,1,1,4,5,130.8,0,0,0,1,1,0,20,0,0,6,15,2,12.0,0,0,6,12,0,0.0,0,10.8,1.4,1.74,Dropout,1,0.9418436654399774,High
1,1,1,9500,1,1,123.0,1,37,37,7,7,119.7,0,0,0,1,1,0,20,0,0,7,8,0,0.0,1,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout,1,0.9899442005946044,High
1,17,1,9500,1,1,152.0,1,19,19,4,9,132.5,0,0,0,1,1,0,21,0,0,8,8,7,14.54,0,0,8,8,7,14.54,0,10.8,1.4,1.74,Graduate,0,0.05306322475968663,Low
1,44,1,9003,1,39,130.0,1,1,19,3,10,130.0,1,0,0,1,1,0,19,0,0,6,9,6,12.166666666666666,0,0,6,14,4,13.0,0,12.4,0.5,1.79,Graduate,0,0.22577673763050532,Low
1,39,1,9085,1,1,133.1,1,1,1,4,4,120.0,0,0,1,0,1,0,31,0,0,5,13,4,13.5,1,0,5,12,3,11.666666666666666,1,9.4,-0.8,-3.12,Dropout,1,0.92904526009902,High
1,17,1,9670,1,1,133.1,1,1,37,4,5,150.0,0,0,0,1,1,0,21,0,0,6,8,6,14.75,0,0,6,9,5,14.333333333333334,0,11.1,0.6,2.02,Graduate,0,0.10203998590467152,Low
1,1,1,9147,1,1,124.0,1,38,38,9,9,115.6,0,0,0,1,1,1,20,0,0,5,8,5,12.375,0,0,5,7,5,11.666666666666666,0,13.9,-0.3,0.79,Graduate,0,0.04931138198548973,Low
1,43,2,9500,1,6,119.1,1,1,19,4,10,119.1,0,0,0,1,1,0,22,0,0,7,7,6,12.733333333333334,0,0,7,7,6,12.733333333333334,0,7.6,2.6,0.32,Graduate,0,0.05250880804935114,Low
1,1,2,9070,1,1,128.0,1,19,19,3,3,123.5,1,1,0,0,1,0,19,0,0,6,9,4,12.5,0,0,6,6,0,0.0,0,9.4,-0.8,-3.12,Dropout,1,0.852464909674858,High
1,39,1,9130,1,1,133.1,1,1,1,90,1,120.0,1,0,1,0,1,0,41,0,0,5,5,0,0.0,1,0,5,5,0,0.0,5,12.7,3.7,-1.7,Dropout,1,0.9606208397614129,High
1,43,1,9500,1,19,133.1,1,34,34,0,0,110.0,1,0,0,1,1,0,27,0,0,7,7,0,0.0,6,0,7,7,0,0.0,6,7.6,2.6,0.32,Dropout,1,0.9421281263370335,High
1,17,1,9500,1,1,145.0,1,1,1,4,10,131.4,0,0,0,1,0,0,19,0,0,7,7,7,13.44285714285714,0,0,8,8,7,13.771428571428572,0,13.9,-0.3,0.79,Dropout,1,0.15795626187572004,Low
1,18,2,9500,1,1,141.0,24,1,1,4,3,126.8,1,0,0,1,0,1,20,1,0,8,8,8,14.2,0,0,8,8,8,14.2,0,9.4,-0.8,-3.12,Graduate,0,0.0354408650735467,Low
1,43,4,9500,1,6,118.9,1,38,37,5,9,118.9,1,0,0,1,0,1,19,0,0,7,7,6,13.55,0,0,7,7,6,13.55,0,7.6,2.6,0.32,Graduate,0,0.02395591538556467,Low
2,39,1,9991,0,1,160.0,1,37,37,9,9,160.0,0,0,0,1,0,0,35,0,0,5,5,5,11.6,0,0,5,6,5,11.166666666666666,0,15.5,2.8,-4.06,Graduate,0,0.08142383353768315,Low
1,17,5,9773,1,1,111.0,1,19,12,7,3,115.9,1,0,0,1,0,0,22,0,0,6,7,6,13.571428571428571,0,0,6,7,6,15.285714285714286,0,13.9,-0.3,0.79,Graduate,0,0.07567666937302822,Low
1,1,2,9254,1,1,111.0,1,1,19,5,7,109.3,1,0,0,1,0,1,20,0,0,6,6,6,13.833333333333334,0,0,6,6,6,15.0,0,11.1,0.6,2.02,Graduate,0,0.03727845474330556,Low
1,1,1,9670,1,1,123.0,1,37,38,9,9,113.9,1,0,1,0,0,0,18,0,0,6,7,4,11.25,0,0,6,9,4,10.857142857142858,0,10.8,1.4,1.74,Dropout,1,0.9378567650842795,High
1,1,1,9238,1,1,133.0,1,37,37,9,9,121.8,1,0,0,1,0,1,18,0,0,6,7,5,10.2,0,0,6,9,4,11.25,0,12.4,0.5,1.79,Graduate,0,0.1216451163103651,Low
1,7,1,9500,1,3,140.0,1,1,37,9,5,140.0,0,0,0,1,0,0,30,0,0,8,8,7,15.675714285714283,0,0,8,8,7,15.675714285714283,0,10.8,1.4,1.74,Graduate,0,0.08490318435478322,Low
1,18,1,9238,1,1,122.0,1,38,38,9,7,114.7,0,0,1,1,0,1,18,0,0,6,9,6,10.833333333333334,0,0,6,8,6,12.0,0,11.1,0.6,2.02,Graduate,0,0.04144550042563684,Low
1,1,1,9254,1,1,128.0,1,19,19,7,8,120.0,1,0,0,1,0,1,20,0,0,6,6,6,14.5,0,0,6,7,5,15.0,0,12.4,0.5,1.79,Enrolled,0,0.06371056372777448,Low
1,1,1,9238,1,1,108.0,1,19,38,9,9,107.3,0,1,0,1,0,1,19,0,0,6,12,4,10.4,0,0,6,11,4,10.75,0,12.4,0.5,1.79,Enrolled,0,0.13746850291994714,Low
1,17,1,9085,1,1,139.0,1,38,38,5,3,136.2,0,0,0,1,0,0,19,0,0,5,7,5,13.0,1,0,5,7,5,13.333333333333334,0,7.6,2.6,0.32,Graduate,0,0.04768205921596752,Low
1,1,2,9556,1,1,130.0,1,1,38,3,8,119.5,1,0,0,1,0,1,21,0,0,7,7,7,12.242857142857144,0,0,8,8,8,14.125,0,15.5,2.8,-4.06,Graduate,0,0.028731946980554892,Low
1,18,1,9853,1,1,133.1,1,1,19,141,182,106.0,1,0,1,1,0,0,21,0,0,7,7,7,13.0,0,0,7,8,6,12.5,0,8.9,1.4,3.51,Enrolled,0,0.0697721026357017,Low
1,1,4,9670,1,1,130.0,1,1,1,9,9,124.1,1,0,0,1,0,0,18,0,0,6,6,6,14.166666666666666,0,0,6,7,6,13.428571428571429,0,8.9,1.4,3.51,Enrolled,0,0.06384465475090981,Low
1,1,3,9147,1,1,143.0,1,1,1,5,7,133.2,1,0,0,1,0,1,18,0,0,5,11,4,14.25,0,0,5,7,4,12.5,0,12.7,3.7,-1.7,Graduate,0,0.08874877449325863,Low
4,39,1,9085,1,1,110.0,1,37,37,90,90,110.0,0,0,0,0,0,0,35,0,0,5,14,1,12.0,2,0,5,11,2,10.5,1,9.4,-0.8,-3.12,Dropout,1,0.9225484630321646,High
1,1,6,9500,1,1,120.0,41,1,1,9,6,114.8,1,0,0,1,0,0,21,1,0,7,11,4,13.25,0,0,7,9,5,13.82,0,11.1,0.6,2.02,Enrolled,0,0.11185655349908798,Low
1,1,1,9500,1,1,140.0,1,38,37,9,7,130.0,1,0,0,1,1,1,18,0,0,7,7,6,13.183333333333332,0,0,7,7,6,13.183333333333332,0,7.6,2.6,0.32,Graduate,0,0.01953840689995171,Low
1,17,5,9070,1,1,125.0,1,19,1,5,5,122.6,1,0,0,1,1,0,22,0,0,6,6,1,11.0,0,0,6,6,0,0.0,0,9.4,-0.8,-3.12,Enrolled,0,0.5564749243061521,Medium
1,17,1,9500,1,1,134.0,1,38,1,9,6,133.5,1,0,0,1,1,1,20,0,0,7,8,7,11.9725,0,0,8,8,8,12.65125,0,15.5,2.8,-4.06,Graduate,0,0.02875985585404674,Low
2,39,1,9254,1,1,130.0,1,37,37,4,7,120.0,1,0,0,1,0,0,34,0,0,6,7,5,12.4,0,0,6,8,5,12.8,0,9.4,-0.8,-3.12,Graduate,0,0.09342818786135386,Low
2,7,1,9147,1,3,120.0,1,37,37,9,9,120.0,0,0,0,1,0,0,33,0,3,8,9,5,12.6,2,2,7,13,5,11.25,0,10.8,1.4,1.74,Enrolled,0,0.19076215824557222,Low
1,1,3,9500,1,1,142.0,1,37,38,9,9,137.3,1,0,0,1,0,1,22,0,0,7,7,6,13.9,0,0,7,7,6,13.9,0,7.6,2.6,0.32,Graduate,0,0.017582276087992735,Low
1,17,3,9254,1,1,127.0,1,37,37,9,6,123.5,1,0,0,1,0,1,20,0,0,6,11,4,11.5,0,0,6,12,3,11.0,0,7.6,2.6,0.32,Enrolled,0,0.3906358336266086,Medium
2,39,1,9147,1,1,140.0,1,37,37,6,10,131.8,0,0,0,1,0,0,35,0,0,5,6,4,14.2,0,0,5,10,4,11.857142857142858,0,10.8,1.4,1.74,Enrolled,0,0.37324648207876654,Medium
2,39,1,9147,1,1,140.0,1,38,37,4,7,130.0,1,0,0,0,0,0,39,0,0,5,12,3,10.666666666666666,2,0,5,15,3,10.666666666666666,0,9.4,-0.8,-3.12,Dropout,1,0.9130343418960405,High
1,18,6,9500,1,1,142.0,1,38,37,9,5,128.0,1,0,0,0,0,0,19,0,0,7,14,0,0.0,0,0,8,0,0,0.0,0,11.1,0.6,2.02,Dropout,1,0.9609729109427563,High
4,39,1,9254,1,1,120.0,1,37,37,9,8,95.0,0,0,0,1,0,1,36,0,0,6,10,6,11.0,0,0,6,14,3,11.333333333333334,0,10.8,1.4,1.74,Graduate,0,0.18665878929462026,Low
1,1,2,9500,1,1,124.0,1,37,37,9,9,116.0,1,0,0,1,0,1,21,0,0,8,8,7,13.957142857142856,0,0,8,8,7,13.957142857142856,0,12.7,3.7,-1.7,Graduate,0,0.010360401639855082,Low
1,1,1,9238,1,1,157.0,1,3,38,1,5,136.7,1,0,0,1,0,0,22,0,0,6,11,4,12.5,1,0,6,13,3,13.666666666666666,0,9.4,-0.8,-3.12,Enrolled,0,0.2518707386876324,Low
2,39,1,9238,1,1,126.6,1,38,38,9,7,107.5,0,0,1,1,0,1,42,0,0,6,8,6,13.333333333333334,0,0,6,7,6,15.285714285714286,0,11.1,0.6,2.02,Graduate,0,0.03404111753733436,Low
1,39,1,9119,1,1,110.0,1,37,37,90,90,108.4,1,0,0,1,0,0,34,0,0,5,5,0,0.0,0,0,5,6,0,0.0,0,10.8,1.4,1.74,Dropout,1,0.9753600023882277,High
1,17,1,9773,1,1,144.0,1,19,19,4,4,130.7,1,0,0,1,0,0,20,0,0,6,9,6,11.666666666666666,0,0,6,8,5,11.6,0,7.6,2.6,0.32,Enrolled,0,0.12940665624641665,Low
2,44,1,8014,0,39,160.0,1,37,19,9,10,155.9,0,0,0,1,0,0,33,0,3,6,7,6,15.714285714285714,0,2,6,7,6,15.5,0,13.9,-0.3,0.79,Graduate,0,0.03901998163999351,Low
1,1,4,9254,1,1,105.0,1,1,19,9,6,106.1,1,0,0,1,0,0,20,0,0,6,8,5,11.0,0,0,6,9,5,11.4,0,13.9,-0.3,0.79,Graduate,0,0.05234128563400387,Low
1,1,2,9670,1,1,130.0,1,26,30,0,5,128.6,1,0,1,1,0,0,19,0,0,5,8,4,12.25,0,0,5,7,4,12.75,2,7.6,2.6,0.32,Graduate,0,0.17678027863334445,Low
2,43,1,9991,0,3,140.0,1,37,19,9,4,140.0,0,0,1,1,0,0,34,0,4,10,25,5,12.2,0,3,9,18,8,12.22222222222222,0,16.2,0.3,-0.92,Dropout,1,0.6326715783352254,High
1,1,1,9147,1,1,138.0,1,37,37,9,6,145.0,1,0,0,1,0,0,18,0,0,5,6,5,13.0,0,0,5,5,5,14.0,0,7.6,2.6,0.32,Graduate,0,0.03915996376837766,Low
1,17,1,8014,0,1,120.0,1,38,37,6,6,113.0,0,0,0,1,0,1,24,0,0,6,11,4,12.0,0,0,6,7,6,13.0,0,10.8,1.4,1.74,Graduate,0,0.06636119825872817,Low
1,1,1,9853,1,1,135.0,1,19,12,9,7,137.1,1,0,0,1,0,0,18,0,0,6,6,6,13.333333333333334,0,0,6,7,6,12.333333333333334,0,7.6,2.6,0.32,Graduate,0,0.05784799572889366,Low
1,1,1,9670,1,1,119.0,1,37,37,10,6,119.7,1,0,0,1,0,0,20,0,0,5,6,3,13.0,0,0,5,7,3,13.0,1,7.6,2.6,0.32,Enrolled,0,0.14342484896716592,Low
1,17,1,9500,1,1,121.0,1,1,1,4,3,120.5,1,0,0,1,0,0,21,0,0,8,8,7,12.91,0,0,8,8,7,12.91,0,10.8,1.4,1.74,Graduate,0,0.04141694221255965,Low
1,1,5,9238,1,1,126.0,1,38,1,9,5,125.7,1,0,0,1,0,1,19,0,0,6,8,6,11.0,0,0,6,13,3,11.0,0,9.4,-0.8,-3.12,Graduate,0,0.10765136983865219,Low
1,17,4,9500,1,1,132.0,1,38,19,5,7,125.5,0,0,0,1,0,1,19,0,0,7,8,6,13.579999999999998,0,0,8,8,8,12.93625,0,15.5,2.8,-4.06,Graduate,0,0.029179601328443917,Low
1,1,1,9238,1,1,128.0,1,19,19,5,5,124.5,1,0,0,1,0,1,18,0,0,6,10,4,12.4,0,0,6,8,6,12.5,0,12.4,0.5,1.79,Graduate,0,0.04081146293468098,Low
4,39,1,8014,0,1,160.0,1,37,37,5,5,126.0,0,0,0,1,0,1,38,0,4,9,13,8,12.88888888888889,0,2,7,9,7,13.0,0,13.9,-0.3,0.79,Graduate,0,0.051950842042114115,Low
1,1,1,171,1,1,125.0,1,19,19,5,4,136.2,1,0,1,1,1,0,21,0,6,12,12,11,11.545454545454543,0,4,11,18,9,11.7,1,8.9,1.4,3.51,Enrolled,0,0.10253092197174989,Low
1,43,1,9147,1,1,127.0,25,1,5,9,10,124.2,1,0,0,1,1,0,23,1,0,5,6,1,10.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Enrolled,0,0.5044342351083093,Medium
1,17,5,9500,1,1,147.0,1,19,1,4,3,138.5,1,0,0,1,0,0,19,0,0,8,8,8,14.34125,0,0,8,8,8,14.34125,0,9.4,-0.8,-3.12,Graduate,0,0.08103968453921499,Low
1,1,2,9773,1,1,130.0,1,38,37,5,3,122.3,1,0,1,0,0,0,18,0,0,6,8,6,14.142857142857142,0,0,6,6,5,12.0,0,13.9,-0.3,0.79,Dropout,1,0.8236392139314975,High
1,1,6,171,1,1,134.0,1,19,37,5,5,126.0,1,0,0,1,0,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate,0,0.1912607273263026,Low
1,39,1,9003,1,1,140.0,1,19,19,9,6,135.4,1,0,0,1,0,0,24,0,0,6,10,5,11.8,0,0,6,13,4,11.25,0,12.4,0.5,1.79,Enrolled,0,0.2363581814204018,Low
1,1,1,9773,1,1,151.0,2,1,1,5,9,146.5,0,0,0,1,0,1,18,1,0,6,6,6,13.333333333333334,0,0,6,6,6,14.166666666666666,0,12.7,3.7,-1.7,Graduate,0,0.0654661582140898,Low
1,1,1,9130,1,1,132.0,1,3,1,4,9,121.9,1,0,0,1,0,0,18,0,0,6,8,6,14.5,0,0,6,9,6,12.857142857142858,0,13.9,-0.3,0.79,Graduate,0,0.07512090087746981,Low
1,7,1,9991,0,40,130.0,1,19,19,7,3,130.0,0,0,0,1,0,0,26,0,5,10,13,8,12.666666666666666,0,5,10,12,10,13.4,0,11.1,0.6,2.02,Graduate,0,0.14690278992645583,Low
1,1,1,9147,1,1,126.0,1,19,19,9,9,115.2,0,0,1,1,0,0,19,0,0,5,13,1,10.0,0,0,5,8,2,10.0,0,12.4,0.5,1.79,Enrolled,0,0.38235150593292333,Medium
1,18,3,9670,1,1,119.0,1,38,38,9,9,115.2,1,0,0,1,0,1,19,0,0,6,10,0,0.0,0,0,6,6,0,0.0,0,12.7,3.7,-1.7,Dropout,1,0.8771473436351944,High
1,1,1,9254,1,1,123.0,1,38,37,5,5,125.1,0,0,0,1,0,0,19,0,0,6,12,4,11.0,0,0,6,6,4,12.5,0,16.2,0.3,-0.92,Enrolled,0,0.17536581592959585,Low
1,1,1,9130,1,1,106.0,1,37,37,9,9,108.0,1,0,1,1,0,0,20,0,0,5,10,2,12.0,2,0,5,9,4,11.0,0,9.4,-0.8,-3.12,Dropout,1,0.7506219823172031,High
1,1,3,9254,1,1,121.0,1,19,19,9,9,125.9,1,0,0,1,0,0,22,0,0,6,10,4,10.0,0,0,6,12,2,13.5,0,9.4,-0.8,-3.12,Enrolled,0,0.31632689686013193,Medium
